0.85,0.97,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.72,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.97,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.72,0.00,0.00,1.17,3.98,5.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.85,0.97,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,5.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,0.00,1.52,0.00,0.00,0.00,1.17,3.98,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.97,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,5.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.72,0.00,0.00,1.17,3.98,5.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.72,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,0.00,1.52,0.72,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.97,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,5.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.72,0.00,0.00,1.17,3.98,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.97,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.97,3.66,6.23,1.52,0.72,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,0.00,1.52,0.00,0.00,0.00,1.17,3.98,7.05,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,0.00,1.52,0.72,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,3.66,6.23,1.52,0.00,0.00,0.00,1.17,3.98,6.04,0.41,0.80,0.81,0.86,2.28,0.63,0.00,
