0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,1.14,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.00,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.00,0.00,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.63,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,1.14,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.00,0.86,1.14,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,1.14,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,0.00,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,5.04,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,4.03,0.00,0.80,0.81,0.86,2.28,0.00,0.00,
0.00,0.00,1.83,2.67,0.76,0.00,0.00,0.00,1.17,3.09,6.04,0.00,0.80,0.81,0.86,1.14,0.00,0.00,
